org_id	remap_id	freebase_id
459	395	null
460	396	null
461	397	null
462	398	null
463	399	null
464	400	null
465	401	null
466	402	null
467	403	null
469	404	null
470	405	null
471	406	null
472	407	null
473	408	null
474	409	null
475	410	null
476	411	null
477	412	null
478	413	null
479	414	null
480	415	null
481	416	null
482	417	null
483	418	null
484	419	null
485	420	null
486	421	null
487	422	null
488	423	null
489	424	null
490	425	null
491	426	null
492	427	null
493	428	null
494	429	null
495	430	null
496	431	null
497	432	null
498	433	null
499	434	null
500	435	null
501	436	null
502	437	null
503	438	null
504	439	null
505	440	null
506	441	null
507	442	null
508	443	null
509	444	null
510	445	null
511	446	null
512	447	null
513	448	null
514	449	null
515	450	null
516	451	null
517	452	null
518	453	null
519	454	null
520	455	null
521	456	null
522	457	null
523	458	null
524	459	null
525	460	null
526	461	null
527	462	null
528	463	null
529	464	null
531	465	null
532	466	null
534	467	null
536	468	null
537	469	null
538	470	null
539	471	null
540	472	null
541	473	null
542	474	null
543	475	null
544	476	null
545	477	null
546	478	null
547	479	null
548	480	null
549	481	null
551	482	null
553	483	null
554	484	null
555	485	null
556	486	null
557	487	null
558	488	null
559	489	null
560	490	null
561	491	null
563	492	null
566	493	null
567	494	null
573	495	null
574	496	null
575	497	null
576	498	null
577	499	null
578	500	null
579	501	null
580	502	null
581	503	null
582	504	null
583	505	null
584	506	null
586	507	null
587	508	null
588	509	null
589	510	null
590	511	null
591	512	null
592	513	null
594	514	null
595	515	null
596	516	null
597	517	null
598	518	null
599	519	null
600	520	null
601	521	null
603	522	null
604	523	null
605	524	null
606	525	null
609	526	null
611	527	null
612	528	null
614	529	null
615	530	null
616	531	null
617	532	null
618	533	null
619	534	null
620	535	null
621	536	null
622	537	null
623	538	null
625	539	null
626	540	null
627	541	null
628	542	null
629	543	null
630	544	null
631	545	null
632	546	null
633	547	null
634	548	null
635	549	null
636	550	null
637	551	null
639	552	null
640	553	null
641	554	null
643	555	null
644	556	null
645	557	null
646	558	null
647	559	null
649	560	null
650	561	null
651	562	null
653	563	null
654	564	null
655	565	null
657	566	null
658	567	null
659	568	null
661	569	null
662	570	null
664	571	null
665	572	null
666	573	null
669	574	null
670	575	null
672	576	null
675	577	null
676	578	null
677	579	null
678	580	null
679	581	null
680	582	null
686	583	null
687	584	null
688	585	null
689	586	null
690	587	null
691	588	null
693	589	null
694	590	null
695	591	null
696	592	null
697	593	null
698	594	null
699	595	null
700	596	null
701	597	null
702	598	null
703	599	null
704	600	null
705	601	null
706	602	null
707	603	null
708	604	null
709	605	null
710	606	null
711	607	null
712	608	null
713	609	null
714	610	null
715	611	null
716	612	null
717	613	null
718	614	null
719	615	null
720	616	null
721	617	null
722	618	null
723	619	null
724	620	null
725	621	null
726	622	null
727	623	null
728	624	null
729	625	null
730	626	null
731	627	null
732	628	null
733	629	null
734	630	null
735	631	null
736	632	null
737	633	null
738	634	null
739	635	null
740	636	null
741	637	null
742	638	null
743	639	null
744	640	null
745	641	null
746	642	null
747	643	null
748	644	null
749	645	null
750	646	null
751	647	null
752	648	null
753	649	null
754	650	null
755	651	null
756	652	null
757	653	null
758	654	null
759	655	null
760	656	null
761	657	null
762	658	null
763	659	null
764	660	null
765	661	null
766	662	null
767	663	null
768	664	null
769	665	null
770	666	null
771	667	null
772	668	null
773	669	null
774	670	null
776	671	null
777	672	null
778	673	null
779	674	null
780	675	null
781	676	null
782	677	null
783	678	null
784	679	null
785	680	null
786	681	null
787	682	null
788	683	null
789	684	null
790	685	null
791	686	null
792	687	null
793	688	null
794	689	null
795	690	null
796	691	null
797	692	null
798	693	null
799	694	null
800	695	null
802	696	null
803	697	null
804	698	null
805	699	null
806	700	null
807	701	null
808	702	null
809	703	null
810	704	null
811	705	null
812	706	null
813	707	null
814	708	null
815	709	null
816	710	null
817	711	null
818	712	null
819	713	null
820	714	null
821	715	null
822	716	null
823	717	null
824	718	null
825	719	null
826	720	null
827	721	null
828	722	null
829	723	null
830	724	null
831	725	null
834	726	null
835	727	null
836	728	null
837	729	null
838	730	null
840	731	null
842	732	null
844	733	null
845	734	null
847	735	null
852	736	null
856	737	null
857	738	null
858	739	null
859	740	null
860	741	null
861	742	null
862	743	null
863	744	null
864	745	null
865	746	null
866	747	null
867	748	null
869	749	null
870	750	null
871	751	null
872	752	null
873	753	null
874	754	null
876	755	null
877	756	null
878	757	null
879	758	null
881	759	null
882	760	null
884	761	null
885	762	null
886	763	null
888	764	null
896	765	null
897	766	null
898	767	null
899	768	null
900	769	null
901	770	null
902	771	null
903	772	null
904	773	null
905	774	null
906	775	null
907	776	null
908	777	null
909	778	null
910	779	null
912	780	null
913	781	null
914	782	null
915	783	null
916	784	null
917	785	null
919	786	null
920	787	null
921	788	null
922	789	null
923	790	null
924	791	null
925	792	null
926	793	null
927	794	null
928	795	null
929	796	null
930	797	null
931	798	null
932	799	null
933	800	null
934	801	null
935	802	null
936	803	null
937	804	null
938	805	null
939	806	null
940	807	null
941	808	null
942	809	null
943	810	null
944	811	null
945	812	null
946	813	null
947	814	null
948	815	null
949	816	null
950	817	null
951	818	null
952	819	null
953	820	null
954	821	null
955	822	null
956	823	null
957	824	null
958	825	null
959	826	null
960	827	null
961	828	null
962	829	null
963	830	null
964	831	null
965	832	null
966	833	null
967	834	null
968	835	null
969	836	null
970	837	null
971	838	null
972	839	null
973	840	null
974	841	null
975	842	null
976	843	null
977	844	null
978	845	null
979	846	null
980	847	null
981	848	null
982	849	null
983	850	null
984	851	null
985	852	null
986	853	null
987	854	null
988	855	null
989	856	null
990	857	null
991	858	null
992	859	null
993	860	null
994	861	null
995	862	null
996	863	null
997	864	null
998	865	null
999	866	null
1000	867	null
1001	868	null
1002	869	null
1003	870	null
1004	871	null
1005	872	null
1006	873	null
1007	874	null
1008	875	null
1009	876	null
1010	877	null
1011	878	null
1012	879	null
1013	880	null
1014	881	null
1015	882	null
1016	883	null
1017	884	null
1018	885	null
1019	886	null
1020	887	null
1021	888	null
1022	889	null
1023	890	null
1024	891	null
1025	892	null
1026	893	null
1027	894	null
1028	895	null
1029	896	null
1030	897	null
1031	898	null
1032	899	null
1033	900	null
1034	901	null
1035	902	null
1036	903	null
1037	904	null
1038	905	null
1039	906	null
1040	907	null
1041	908	null
1042	909	null
1043	910	null
1044	911	null
1045	912	null
1046	913	null
1047	914	null
1048	915	null
1049	916	null
1050	917	null
1051	918	null
1052	919	null
1053	920	null
1054	921	null
1055	922	null
1056	923	null
1057	924	null
1058	925	null
1059	926	null
1060	927	null
1061	928	null
1062	929	null
1063	930	null
1064	931	null
1065	932	null
1066	933	null
1067	934	null
1068	935	null
1069	936	null
1070	937	null
1071	938	null
1072	939	null
1073	940	null
1074	941	null
1075	942	null
1076	943	null
1077	944	null
1078	945	null
1079	946	null
1080	947	null
1081	948	null
1082	949	null
1083	950	null
1084	951	null
1085	952	null
1086	953	null
1087	954	null
1088	955	null
1089	956	null
1090	957	null
1091	958	null
1092	959	null
1093	960	null
1094	961	null
1095	962	null
1097	963	null
1098	964	null
1099	965	null
1100	966	null
1101	967	null
1102	968	null
1103	969	null
1104	970	null
1105	971	null
1106	972	null
1107	973	null
1108	974	null
1109	975	null
1110	976	null
1111	977	null
1112	978	null
1113	979	null
1114	980	null
1115	981	null
1116	982	null
1117	983	null
1118	984	null
1120	985	null
1121	986	null
1122	987	null
1123	988	null
1124	989	null
1125	990	null
1126	991	null
1127	992	null
1128	993	null
1129	994	null
1130	995	null
1131	996	null
1132	997	null
1133	998	null
1134	999	null
1135	1000	null
1136	1001	null
1137	1002	null
1138	1003	null
1139	1004	null
1140	1005	null
1141	1006	null
1142	1007	null
1143	1008	null
1144	1009	null
1146	1010	null
1147	1011	null
1148	1012	null
1149	1013	null
1150	1014	null
1151	1015	null
1152	1016	null
1153	1017	null
1154	1018	null
1155	1019	null
1156	1020	null
1157	1021	null
1158	1022	null
1159	1023	null
1160	1024	null
1161	1025	null
1162	1026	null
1163	1027	null
1164	1028	null
1165	1029	null
1166	1030	null
1167	1031	null
1168	1032	null
1169	1033	null
1170	1034	null
1171	1035	null
1172	1036	null
1173	1037	null
1174	1038	null
1175	1039	null
1176	1040	null
1177	1041	null
1178	1042	null
1179	1043	null
1180	1044	null
1181	1045	null
1182	1046	null
1183	1047	null
1184	1048	null
1185	1049	null
1186	1050	null
1187	1051	null
1188	1052	null
1189	1053	null
1190	1054	null
1191	1055	null
1192	1056	null
1193	1057	null
1194	1058	null
1195	1059	null
1196	1060	null
1197	1061	null
1198	1062	null
1199	1063	null
1200	1064	null
1201	1065	null
1202	1066	null
1203	1067	null
1204	1068	null
1205	1069	null
1207	1070	null
1209	1071	null
1210	1072	null
1211	1073	null
1212	1074	null
1213	1075	null
1214	1076	null
1215	1077	null
1216	1078	null
1217	1079	null
1218	1080	null
1219	1081	null
1220	1082	null
1221	1083	null
1222	1084	null
1223	1085	null
1225	1086	null
1226	1087	null
1227	1088	null
1228	1089	null
1229	1090	null
1230	1091	null
1231	1092	null
1232	1093	null
1234	1094	null
1235	1095	null
1236	1096	null
1237	1097	null
1238	1098	null
1239	1099	null
1240	1100	null
1241	1101	null
1242	1102	null
1243	1103	null
1244	1104	null
1245	1105	null
1246	1106	null
1247	1107	null
1248	1108	null
1249	1109	null
1250	1110	null
1251	1111	null
1252	1112	null
1254	1113	null
1255	1114	null
1256	1115	null
1257	1116	null
1258	1117	null
1259	1118	null
1260	1119	null
1261	1120	null
1262	1121	null
1263	1122	null
1264	1123	null
1265	1124	null
1266	1125	null
1267	1126	null
1268	1127	null
1269	1128	null
1270	1129	null
1271	1130	null
1272	1131	null
1273	1132	null
1274	1133	null
1275	1134	null
1276	1135	null
1277	1136	null
1278	1137	null
1279	1138	null
1280	1139	null
1281	1140	null
1282	1141	null
1283	1142	null
1284	1143	null
1285	1144	null
1286	1145	null
1287	1146	null
1288	1147	null
1289	1148	null
1290	1149	null
1291	1150	null
1292	1151	null
1293	1152	null
1294	1153	null
1295	1154	null
1296	1155	null
1297	1156	null
1298	1157	null
1299	1158	null
1300	1159	null
1301	1160	null
1302	1161	null
1303	1162	null
1304	1163	null
1305	1164	null
1306	1165	null
1307	1166	null
1308	1167	null
1309	1168	null
1310	1169	null
1311	1170	null
1312	1171	null
1313	1172	null
1314	1173	null
1315	1174	null
1316	1175	null
1317	1176	null
1318	1177	null
1319	1178	null
1320	1179	null
1321	1180	null
1322	1181	null
1323	1182	null
1324	1183	null
1325	1184	null
1327	1185	null
1328	1186	null
1329	1187	null
1330	1188	null
1331	1189	null
1332	1190	null
1333	1191	null
1334	1192	null
1335	1193	null
1336	1194	null
1337	1195	null
1338	1196	null
1339	1197	null
1340	1198	null
1341	1199	null
1342	1200	null
1343	1201	null
1344	1202	null
1345	1203	null
1346	1204	null
1347	1205	null
1348	1206	null
1349	1207	null
1350	1208	null
1351	1209	null
1352	1210	null
1353	1211	null
1354	1212	null
1355	1213	null
1356	1214	null
1357	1215	null
1358	1216	null
1359	1217	null
1360	1218	null
1361	1219	null
1362	1220	null
1363	1221	null
1364	1222	null
1365	1223	null
1366	1224	null
1367	1225	null
1368	1226	null
1369	1227	null
1370	1228	null
1371	1229	null
1372	1230	null
1373	1231	null
1374	1232	null
1375	1233	null
1376	1234	null
1377	1235	null
1378	1236	null
1379	1237	null
1380	1238	null
1381	1239	null
1382	1240	null
1383	1241	null
1384	1242	null
1385	1243	null
1387	1244	null
1388	1245	null
1389	1246	null
1390	1247	null
1391	1248	null
1392	1249	null
1393	1250	null
1395	1251	null
1396	1252	null
1397	1253	null
1398	1254	null
1399	1255	null
1400	1256	null
1401	1257	null
1402	1258	null
1403	1259	null
1404	1260	null
1405	1261	null
1406	1262	null
1407	1263	null
1408	1264	null
1409	1265	null
1410	1266	null
1411	1267	null
1412	1268	null
1413	1269	null
1414	1270	null
1415	1271	null
1416	1272	null
1417	1273	null
1418	1274	null
1419	1275	null
1420	1276	null
1421	1277	null
1422	1278	null
1423	1279	null
1424	1280	null
1425	1281	null
1426	1282	null
1427	1283	null
1428	1284	null
1429	1285	null
1430	1286	null
1431	1287	null
1432	1288	null
1433	1289	null
1434	1290	null
1435	1291	null
1436	1292	null
1437	1293	null
1438	1294	null
1439	1295	null
1440	1296	null
1441	1297	null
1442	1298	null
1443	1299	null
1444	1300	null
1445	1301	null
1446	1302	null
1447	1303	null
1448	1304	null
1449	1305	null
1450	1306	null
1451	1307	null
1452	1308	null
1453	1309	null
1454	1310	null
1455	1311	null
1456	1312	null
1457	1313	null
1458	1314	null
1459	1315	null
1460	1316	null
1461	1317	null
1462	1318	null
1463	1319	null
1464	1320	null
1465	1321	null
1467	1322	null
1468	1323	null
1469	1324	null
1470	1325	null
1471	1326	null
1472	1327	null
1473	1328	null
1474	1329	null
1475	1330	null
1476	1331	null
1477	1332	null
1478	1333	null
1479	1334	null
1480	1335	null
1481	1336	null
1482	1337	null
1483	1338	null
1484	1339	null
1485	1340	null
1487	1341	null
1488	1342	null
1489	1343	null
1490	1344	null
1491	1345	null
1492	1346	null
1493	1347	null
1494	1348	null
1495	1349	null
1496	1350	null
1497	1351	null
1498	1352	null
1499	1353	null
1500	1354	null
1501	1355	null
1502	1356	null
1503	1357	null
1504	1358	null
1505	1359	null
1506	1360	null
1507	1361	null
1508	1362	null
1509	1363	null
1510	1364	null
1511	1365	null
1512	1366	null
1513	1367	null
1514	1368	null
1515	1369	null
1516	1370	null
1517	1371	null
1518	1372	null
1519	1373	null
1520	1374	null
1521	1375	null
1522	1376	null
1523	1377	null
1524	1378	null
1525	1379	null
1526	1380	null
1527	1381	null
1528	1382	null
1529	1383	null
1530	1384	null
1531	1385	null
1532	1386	null
1533	1387	null
1534	1388	null
1535	1389	null
1536	1390	null
1537	1391	null
1538	1392	null
1539	1393	null
1540	1394	null
1541	1395	null
1542	1396	null
1543	1397	null
1544	1398	null
1545	1399	null
1546	1400	null
1547	1401	null
1548	1402	null
1549	1403	null
1550	1404	null
1551	1405	null
1552	1406	null
1553	1407	null
1554	1408	null
1555	1409	null
1556	1410	null
1557	1411	null
1558	1412	null
1559	1413	null
1561	1414	null
1562	1415	null
1563	1416	null
1564	1417	null
1565	1418	null
1566	1419	null
1567	1420	null
1568	1421	null
1569	1422	null
1570	1423	null
1571	1424	null
1572	1425	null
1573	1426	null
1574	1427	null
1575	1428	null
1576	1429	null
1577	1430	null
1578	1431	null
1580	1432	null
1582	1433	null
1583	1434	null
1584	1435	null
1585	1436	null
1587	1437	null
1588	1438	null
1589	1439	null
1590	1440	null
1591	1441	null
1592	1442	null
1593	1443	null
1594	1444	null
1595	1445	null
1596	1446	null
1597	1447	null
1598	1448	null
1599	1449	null
1600	1450	null
1601	1451	null
1602	1452	null
1603	1453	null
1604	1454	null
1605	1455	null
1606	1456	null
1607	1457	null
1608	1458	null
1609	1459	null
1610	1460	null
1611	1461	null
1612	1462	null
1613	1463	null
1614	1464	null
1615	1465	null
1616	1466	null
1617	1467	null
1618	1468	null
1619	1469	null
1620	1470	null
1621	1471	null
1622	1472	null
1623	1473	null
1624	1474	null
1625	1475	null
1626	1476	null
1627	1477	null
1628	1478	null
1629	1479	null
1630	1480	null
1631	1481	null
1632	1482	null
1633	1483	null
1634	1484	null
1635	1485	null
1636	1486	null
1637	1487	null
1638	1488	null
1639	1489	null
1640	1490	null
1641	1491	null
1642	1492	null
1643	1493	null
1644	1494	null
1645	1495	null
1646	1496	null
1647	1497	null
1648	1498	null
1649	1499	null
1650	1500	null
1651	1501	null
1652	1502	null
1653	1503	null
1654	1504	null
1655	1505	null
1656	1506	null
1657	1507	null
1658	1508	null
1659	1509	null
1660	1510	null
1661	1511	null
1662	1512	null
1663	1513	null
1664	1514	null
1665	1515	null
1666	1516	null
1667	1517	null
1668	1518	null
1669	1519	null
1670	1520	null
1671	1521	null
1672	1522	null
1673	1523	null
1674	1524	null
1675	1525	null
1676	1526	null
1677	1527	null
1678	1528	null
1679	1529	null
1680	1530	null
1681	1531	null
1682	1532	null
1683	1533	null
1684	1534	null
1685	1535	null
1686	1536	null
1687	1537	null
1688	1538	null
1689	1539	null
1691	1540	null
1692	1541	null
1693	1542	null
1694	1543	null
1695	1544	null
1696	1545	null
1697	1546	null
1698	1547	null
1699	1548	null
1700	1549	null
1701	1550	null
1702	1551	null
1703	1552	null
1704	1553	null
1705	1554	null
1706	1555	null
1707	1556	null
1709	1557	null
1710	1558	null
1712	1559	null
1714	1560	null
1715	1561	null
1716	1562	null
1717	1563	null
1718	1564	null
1719	1565	null
1720	1566	null
1721	1567	null
1722	1568	null
1723	1569	null
1724	1570	null
1725	1571	null
1726	1572	null
1727	1573	null
1728	1574	null
1729	1575	null
1730	1576	null
1731	1577	null
1732	1578	null
1733	1579	null
1734	1580	null
1735	1581	null
1736	1582	null
1737	1583	null
1738	1584	null
1739	1585	null
1740	1586	null
1741	1587	null
1742	1588	null
1743	1589	null
1744	1590	null
1745	1591	null
1746	1592	null
1747	1593	null
1748	1594	null
1749	1595	null
1750	1596	null
1751	1597	null
1752	1598	null
1753	1599	null
1754	1600	null
1756	1601	null
1757	1602	null
1758	1603	null
1759	1604	null
1761	1605	null
1763	1606	null
1765	1607	null
1766	1608	null
1767	1609	null
1768	1610	null
1769	1611	null
1770	1612	null
1771	1613	null
1772	1614	null
1773	1615	null
1774	1616	null
1775	1617	null
1776	1618	null
1778	1619	null
1779	1620	null
1780	1621	null
1781	1622	null
1782	1623	null
1783	1624	null
1784	1625	null
1785	1626	null
1786	1627	null
1787	1628	null
1789	1629	null
1790	1630	null
1791	1631	null
1792	1632	null
1793	1633	null
1794	1634	null
1795	1635	null
1796	1636	null
1797	1637	null
1798	1638	null
1799	1639	null
1800	1640	null
1801	1641	null
1802	1642	null
1803	1643	null
1804	1644	null
1805	1645	null
1806	1646	null
1807	1647	null
1809	1648	null
1810	1649	null
1811	1650	null
1812	1651	null
1813	1652	null
1815	1653	null
1816	1654	null
1817	1655	null
1818	1656	null
1819	1657	null
1820	1658	null
1821	1659	null
1822	1660	null
1823	1661	null
1824	1662	null
1826	1663	null
1827	1664	null
1828	1665	null
1829	1666	null
1831	1667	null
1832	1668	null
1833	1669	null
1835	1670	null
1836	1671	null
1837	1672	null
1839	1673	null
1841	1674	null
1842	1675	null
1843	1676	null
1844	1677	null
1845	1678	null
1846	1679	null
1847	1680	null
1848	1681	null
1849	1682	null
1850	1683	null
1852	1684	null
1857	1685	null
1858	1686	null
1859	1687	null
1860	1688	null
1861	1689	null
1862	1690	null
1863	1691	null
1864	1692	null
1865	1693	null
1867	1694	null
1868	1695	null
1869	1696	null
1870	1697	null
1871	1698	null
1872	1699	null
1873	1700	null
1874	1701	null
1876	1702	null
1877	1703	null
1878	1704	null
1879	1705	null
1880	1706	null
1881	1707	null
1884	1708	null
1885	1709	null
1886	1710	null
1887	1711	null
1888	1712	null
1893	1713	null
1894	1714	null
1897	1715	null
1898	1716	null
1899	1717	null
1901	1718	null
1902	1719	null
1904	1720	null
1909	1721	null
1912	1722	null
1913	1723	null
1914	1724	null
1915	1725	null
1916	1726	null
1917	1727	null
1918	1728	null
1919	1729	null
1920	1730	null
1921	1731	null
1922	1732	null
1923	1733	null
1924	1734	null
1925	1735	null
1926	1736	null
1927	1737	null
1928	1738	null
1929	1739	null
1930	1740	null
1931	1741	null
1932	1742	null
1933	1743	null
1934	1744	null
1935	1745	null
1936	1746	null
1937	1747	null
1938	1748	null
1939	1749	null
1940	1750	null
1941	1751	null
1942	1752	null
1943	1753	null
1944	1754	null
1945	1755	null
1946	1756	null
1947	1757	null
1948	1758	null
1949	1759	null
1950	1760	null
1951	1761	null
1952	1762	null
1953	1763	null
1954	1764	null
1955	1765	null
1956	1766	null
1957	1767	null
1958	1768	null
1959	1769	null
1960	1770	null
1961	1771	null
1962	1772	null
1963	1773	null
1964	1774	null
1965	1775	null
1966	1776	null
1968	1777	null
1969	1778	null
1970	1779	null
1971	1780	null
1972	1781	null
1973	1782	null
1974	1783	null
1975	1784	null
1976	1785	null
1977	1786	null
1978	1787	null
1979	1788	null
1980	1789	null
1981	1790	null
1982	1791	null
1983	1792	null
1984	1793	null
1985	1794	null
1986	1795	null
1987	1796	null
1988	1797	null
1989	1798	null
1990	1799	null
1991	1800	null
1992	1801	null
1993	1802	null
1994	1803	null
1995	1804	null
1996	1805	null
1997	1806	null
1998	1807	null
1999	1808	null
2000	1809	null
2001	1810	null
2002	1811	null
2003	1812	null
2004	1813	null
2005	1814	null
2006	1815	null
2007	1816	null
2008	1817	null
2009	1818	null
2010	1819	null
2011	1820	null
2012	1821	null
2013	1822	null
2014	1823	null
2015	1824	null
2016	1825	null
2017	1826	null
2018	1827	null
2019	1828	null
2020	1829	null
2021	1830	null
2022	1831	null
2023	1832	null
2024	1833	null
2025	1834	null
2026	1835	null
2027	1836	null
2028	1837	null
2029	1838	null
2030	1839	null
2031	1840	null
2032	1841	null
2033	1842	null
2034	1843	null
2035	1844	null
2036	1845	null
2037	1846	null
2038	1847	null
2039	1848	null
2040	1849	null
2041	1850	null
2042	1851	null
2043	1852	null
2044	1853	null
2045	1854	null
2046	1855	null
2047	1856	null
2048	1857	null
2049	1858	null
2050	1859	null
2051	1860	null
2052	1861	null
2053	1862	null
2054	1863	null
2055	1864	null
2056	1865	null
2057	1866	null
2058	1867	null
2059	1868	null
2060	1869	null
2061	1870	null
2062	1871	null
2063	1872	null
2064	1873	null
2065	1874	null
2066	1875	null
2067	1876	null
2068	1877	null
2069	1878	null
2070	1879	null
2071	1880	null
2072	1881	null
2073	1882	null
2074	1883	null
2075	1884	null
2076	1885	null
2077	1886	null
2078	1887	null
2080	1888	null
2081	1889	null
2082	1890	null
2083	1891	null
2084	1892	null
2085	1893	null
2086	1894	null
2087	1895	null
2088	1896	null
2089	1897	null
2090	1898	null
2091	1899	null
2092	1900	null
2093	1901	null
2094	1902	null
2095	1903	null
2096	1904	null
2097	1905	null
2098	1906	null
2099	1907	null
2100	1908	null
2101	1909	null
2102	1910	null
2103	1911	null
2104	1912	null
2105	1913	null
2106	1914	null
2107	1915	null
2108	1916	null
2109	1917	null
2110	1918	null
2111	1919	null
2112	1920	null
2113	1921	null
2114	1922	null
2115	1923	null
2116	1924	null
2117	1925	null
2118	1926	null
2119	1927	null
2120	1928	null
2121	1929	null
2122	1930	null
2123	1931	null
2124	1932	null
2125	1933	null
2126	1934	null
2127	1935	null
2128	1936	null
2129	1937	null
2130	1938	null
2131	1939	null
2132	1940	null
2133	1941	null
2134	1942	null
2135	1943	null
2136	1944	null
2137	1945	null
2138	1946	null
2139	1947	null
2140	1948	null
2141	1949	null
2142	1950	null
2143	1951	null
2144	1952	null
2145	1953	null
2146	1954	null
2147	1955	null
2148	1956	null
2149	1957	null
2150	1958	null
2151	1959	null
2152	1960	null
2153	1961	null
2154	1962	null
2155	1963	null
2156	1964	null
2157	1965	null
2158	1966	null
2159	1967	null
2160	1968	null
2161	1969	null
2162	1970	null
2163	1971	null
2164	1972	null
2165	1973	null
2166	1974	null
2167	1975	null
2168	1976	null
2169	1977	null
2170	1978	null
